Gene	Accession	RPKM_LowMyc	SpikeIn_renormalized_LowMyc
SCG5	NM_003020	1.846026904	0.82725076
SFTPD	NM_003019	0.00E+00	0.00E+00
SFTPC	NM_003018	0.00E+00	0.00E+00
SRSF3	NM_003017	15.76816389	7.307356772
SRSF2	NM_003016	33.92799496	15.00357917
SFRP5	NM_003015	0.005155223	0.000412349
SFRP4	NM_003014	0.00E+00	0.00E+00
SFRP2	NM_003013	0.00E+00	0.00E+00
SFRP1	NM_003012	0.00E+00	0.00E+00
SET	NM_003011	11.03418069	5.131264091
NF2	NM_181830	5.834370245	2.714153873
MAP2K4	NM_003010	3.571181456	1.65562913
SEPW1	NM_003009	7.699642395	3.58215234
SEMG2	NM_003008	0.00E+00	0.00E+00
SEMG1	NM_003007	0.00E+00	0.00E+00
SELPLG	NM_003006	4.516689411	2.098345368
SELP	NM_003005	0.00E+00	0.00E+00
SECTM1	NM_003004	0.501954292	0.219838765
SEC14L1	NM_003003	17.3143607	8.045167964
SDHD	NM_003002	0.547590466	0.245016851
SDHC	NM_003001	2.923758163	1.356159244
NF2	NM_181829	5.918002343	2.752961035
SDHB	NM_003000	11.97938382	5.53503992
SDC4	NM_002999	0.516582194	0.229122227
SDC2	NM_002998	0.00E+00	0.00E+00
SDC1	NM_002997	0.194085059	0.087103487
CX3CL1	NM_002996	0.931282511	0.419331986
XCL1	NM_002995	0.02130348	0.003434172
CXCL5	NM_002994	0.019746309	0.004598097
CXCL6	NM_002993	0.00E+00	0.00E+00
CCL24	NM_002991	0.00E+00	0.00E+00
CCL22	NM_002990	692.7402396	288.3542886
NF2	NM_181828	5.761048749	2.68008993
CCL21	NM_002989	0.00E+00	0.00E+00
CCL18	NM_002988	0.00E+00	0.00E+00
CCL17	NM_002987	94.40532491	41.75759746
CCL11	NM_002986	0.00E+00	0.00E+00
CCL5	NM_002985	3.814986913	1.770270871
CCL4	NM_002984	1.57179436	0.699533546
CCL3	NM_002983	2.439016468	1.09246874
CCL2	NM_002982	0.00E+00	0.00E+00
CCL1	NM_002981	0.179101209	0.001151502
SCTR	NM_002980	0.00E+00	0.00E+00
NF2	NM_181825	3.758575123	1.748147707
SCP2	NM_002979	3.783169631	1.750703737
SCN9A	NM_002977	0.00E+00	0.00E+00
SCN7A	NM_002976	0.00E+00	0.00E+00
CLEC11A	NM_002975	0.469150971	0.211964828
SERPINB4	NM_002974	0.00E+00	0.00E+00
ATXN2	NM_002973	10.72921373	4.989489374
SBF1	NM_002972	30.53974753	13.86808616
SATB1	NM_002971	10.36422207	4.821627029
SAT1	NM_002970	107.1633233	49.28590234
MAPK12	NM_002969	13.83039143	6.358295009
ABHD12B	NM_181814	0.006572299	1.49E-05
SALL1	NM_002968	0.00E+00	0.00E+00
SAFB	NM_002967	27.15289658	12.20957444
S100A10	NM_002966	6.256828595	2.91112838
S100A9	NM_002965	0.00E+00	0.00E+00
S100A8	NM_002964	0.00E+00	0.00E+00
S100A7	NM_002963	0.00E+00	0.00E+00
S100A5	NM_002962	0.273444663	0.106113993
S100A4	NM_002961	488.3409252	206.8500179
S100A3	NM_002960	1.210122317	0.542158965
SORT1	NM_002959	10.23667332	4.762801116
SLC25A24	NM_213651	1.424708374	0.640650439
STEAP1B	NM_207342	0.022435945	0.006799107
BMP8A	NM_181809	0.031057792	0.003748017
RYK	NM_002958	12.74764314	5.928805163
RXRA	NM_002957	14.48709528	6.718044694
CLIP1	NM_002956	12.01194041	5.587651371
RPS27A	NM_002954	1.399739675	0.637725543
RPS6KA1	NM_002953	54.45668844	24.55083458
RPS2	NM_002952	10.62442823	4.93040259
RPN2	NM_002951	25.62150316	11.75878483
RPN1	NM_002950	31.07907097	14.10319195
MRPL12	NM_002949	15.46471007	6.937992649
RPL15	NM_002948	39.77508616	18.07754984
POLN	NM_181808	0.130591285	0.054234335
RPA3	NM_002947	1.65036034	0.757050187
RPA2	NM_002946	19.85478519	9.160141604
RPA1	NM_002945	20.99409948	9.670194196
ROS1	NM_002944	0.00E+00	1.97E-09
RORA	NM_002943	2.468838522	1.124655976
ROBO2	NM_002942	0.00E+00	0.00E+00
ROBO1	NM_002941	17.373472	8.078435402
ABCE1	NM_002940	3.624608764	1.686372922
RNH1	NM_002939	25.36373675	11.34751758
RNF4	NM_002938	26.7351954	12.2880765
DCDC1	NM_181807	0.00E+00	0.00E+00
RNASE4	NM_002937	0.010840073	2.89E-05
RNASEH1	NM_002936	4.761616516	2.215391876
RNASE3	NM_002935	0.00E+00	0.00E+00
RNASE2	NM_002934	0.00E+00	0.00E+00
RNASE1	NM_002933	0.00E+00	0.00E+00
RING1	NM_002931	0.00E+00	0.00E+00
RING1	NM_002931	0.00E+00	0.00E+00
RING1	NM_002931	27.51886989	12.61049768
RIT2	NM_002930	0.00E+00	0.00E+00
GRK1	NM_002929	0.00E+00	0.00E+00
AASDH	NM_181806	2.039047904	0.93439183
RGS16	NM_002928	5.504254425	2.559839425
RGS13	NM_002927	0.012429303	0.00233617
RGS12	NM_002926	0.70004463	0.316456946
RGS10	NM_002925	44.51922748	20.31913865
RGS7	NM_002924	0.00E+00	0.00E+00
RGS2	NM_002923	27.87069538	12.92141624
RGS1	NM_002922	9.949448758	4.625952902
RGR	NM_002921	0.00E+00	0.00E+00
RFX3	NM_002919	2.786213255	1.278380634
RFX1	NM_002918	2.721233575	1.265598485
PKIG	NM_181805	49.14609672	22.4242278
RFNG	NM_002917	11.79955606	5.472220284
RFC4	NM_002916	6.469197481	3.008632677
RFC3	NM_002915	3.302018567	1.536332707
RFC2	NM_002914	10.64630688	4.94452091
RFC1	NM_002913	8.664386809	4.029695977
REV3L	NM_002912	0.808260108	0.365234146
UPF1	NM_002911	25.80921138	11.73122886
RENBP	NM_002910	1.2340329	0.555021915
REG1A	NM_002909	0.00E+00	0.00E+00
REL	NM_002908	18.35845437	8.506788398
PKIG	NM_181804	52.91493978	24.08821338
RECQL	NM_002907	10.86578932	5.054159824
RDX	NM_002906	3.802920995	1.766443054
RDH5	NM_002905	6.519927013	3.033152357
RDBP	NM_002904	20.36602188	9.340360477
RDBP	NM_002904	0.00E+00	0.00E+00
RDBP	NM_002904	0.00E+00	0.00E+00
RCVRN	NM_002903	0.033046078	0.000125425
RCN2	NM_002902	1.487017532	0.677416094
RCN1	NM_002901	2.013991674	0.931056335
RBP3	NM_002900	0.00E+00	0.00E+00
UBE2C	NM_181803	3.373188026	1.567974592
RBP1	NM_002899	0.00E+00	0.00E+00
RBMS2	NM_002898	2.274108373	1.031503982
RBMS1	NM_002897	6.942853979	3.221063323
RBM4	NM_002896	29.76214872	13.61748745
RBL1	NM_002895	1.464049623	0.671517325
RBBP8	NM_002894	3.421736542	1.591997954
RBBP7	NM_002893	38.46373667	17.38668365
ARID4A	NM_002892	8.555260143	3.97861243
RASGRF1	NM_002891	1.311713279	0.58934925
RASA1	NM_002890	9.395218222	4.36969637
UBE2C	NM_181802	3.333950482	1.551213806
RARRES2	NM_002889	0.00E+00	0.00E+00
RARRES1	NM_002888	0.00E+00	0.00E+00
RARS	NM_002887	5.870682977	2.730733983
RAP2B	NM_002886	3.538838819	1.645952668
RAP1GAP	NM_002885	0.183431011	0.079391899
RAP1A	NM_002884	18.36455565	8.52854405
RANGAP1	NM_002883	12.1236638	5.566257515
RANBP1	NM_002882	5.106207892	2.37454099
RALB	NM_002881	20.99882069	9.765007703
RAF1	NM_002880	20.06369949	9.262625653
UBE2C	NM_181801	5.242153071	2.437929763
RAD51D	NM_002878	4.378983573	2.037398823
RAD51B	NM_002877	1.738076246	0.789419087
RAD51C	NM_002876	9.083128434	4.223993491
RAD51	NM_002875	1.790295376	0.832256845
RAD23B	NM_002874	28.87229402	13.25808132
RAD17	NM_002873	0.00E+00	0.00E+00
RAD17	NM_002873	4.289123005	1.990057089
RAC2	NM_002872	373.882583	158.812124
RABIF	NM_002871	5.369539724	2.494025502
RAB13	NM_002870	5.489288962	2.546453921
UBE2C	NM_181800	5.73307182	2.666493836
RAB6A	NM_002869	2.076470411	0.955126415
RAB5B	NM_002868	21.19605794	9.85720362
RAB3B	NM_002867	0.096740311	0.036500365
RAB3A	NM_002866	5.180236988	2.409512449
RAB2A	NM_002865	7.922183976	3.685816571
PZP	NM_002864	0.00E+00	0.00E+00
PYGL	NM_002863	5.542634928	2.578251367
PYGB	NM_002862	42.99779977	19.49843277
PCYT2	NM_002861	11.77510968	5.445399393
PCYT2	NM_002861	0.00E+00	0.00E+00
ZP1	NM_207341	0.00E+00	0.00E+00
UBE2C	NM_181799	2.709308531	1.260380936
ALDH18A1	NM_002860	14.29603126	6.58291146
PXN	NM_002859	86.6160233	38.62994214
ABCD3	NM_002858	2.016087235	0.931492816
PEX19	NM_002857	7.580096232	3.526693081
PVRL2	NM_002856	0.153439195	0.065698819
PVRL1	NM_002855	12.76472621	5.899914947
PVALB	NM_002854	0.00E+00	0.00E+00
RAD1	NM_002853	1.384977946	0.637341096
PTX3	NM_002852	0.00E+00	0.00E+00
PTPRZ1	NM_002851	0.00E+00	0.00E+00
PKIB	NM_181795	0.056828175	0.000255668
PTPRS	NM_002850	12.01948776	5.588923301
PTPRR	NM_002849	0.194201197	0.083043659
PTPRO	NM_002848	4.178990281	1.930415714
PTPRN2	NM_002847	0.060331172	0.00027655
PTPRN	NM_002846	0.00E+00	0.00E+00
PTPRM	NM_002845	0.00E+00	0.00E+00
PTPRK	NM_002844	0.424205348	0.187096776
PTPRJ	NM_002843	7.211515096	3.349014916
PTPRH	NM_002842	0.007413915	0.000839908
PTPRG	NM_002841	8.260245834	3.842379001
PKIB	NM_181794	0.06726797	0.000319004
PTPRF	NM_002840	5.075204376	2.360636304
PTPRD	NM_002839	0.00E+00	0.00E+00
PTPRC	NM_002838	74.50751435	34.16983613
PTPRB	NM_002837	0.064648464	0.015736829
PTPRA	NM_002836	33.97549939	15.62913087
PTPN12	NM_002835	15.95305841	7.418678502
PTPN11	NM_002834	4.098906341	1.905291116
PTPN9	NM_002833	11.80256048	5.489194044
PTPN7	NM_002832	24.0340243	11.14158137
PTPN6	NM_002831	541.3821434	227.4352909
GPR141	NM_181791	0.00E+00	0.00E+00
PTPN4	NM_002830	1.174327974	0.53281355
PTPN3	NM_002829	0.608512092	0.272359118
PTPN2	NM_002828	2.6270448	1.210775675
PTPN1	NM_002827	51.22378842	23.1937495
QSOX1	NM_002826	7.663954628	3.564031172
PTN	NM_002825	0.00E+00	0.00E+00
PTMS	NM_002824	33.33397444	15.318318
PTMA	NM_002823	27.63835119	12.65838403
TWF1	NM_002822	2.467467655	1.128510434
PTK7	NM_002821	0.045692095	0.014772226
GPR142	NM_181790	0.00E+00	0.00E+00
PTHLH	NM_002820	0.00E+00	0.00E+00
PTBP1	NM_002819	102.0522402	43.88417698
PSME2	NM_002818	52.89241108	24.11159491
PSMD13	NM_002817	36.92856947	16.82143871
PSMD12	NM_002816	8.551270457	3.977099503
PSMD11	NM_002815	8.761730846	4.074212483
PSMD10	NM_002814	4.668624622	2.171958038
PSMD9	NM_002813	17.69932729	8.192967632
PSMD8	NM_002812	39.55450788	17.87553311
PSMD7	NM_002811	21.51297233	9.904126739
GLDN	NM_181789	0.05156339	0.004513149
PSMD4	NM_002810	21.59524605	9.929802599
PSMD3	NM_002809	146.594932	62.7513603
PSMD2	NM_002808	25.75320928	11.76740562
PSMD1	NM_002807	13.46466193	6.243447836
PSMC6	NM_002806	1.627021494	0.745780543
PSMC5	NM_002805	43.12604356	19.58770646
PSMC3	NM_002804	27.64118839	12.5213865
PSMC2	NM_002803	7.948247222	3.697141383
PSMC1	NM_002802	1.897388725	0.860484615
PSMB10	NM_002801	157.2174983	67.12198249
H1FNT	NM_181788	0.00E+00	0.00E+00
PSMB9	NM_002800	139.0605704	60.80602986
PSMB9	NM_002800	0.00E+00	0.00E+00
PSMB9	NM_002800	0.00E+00	0.00E+00
PSMB7	NM_002799	30.7594678	13.98318653
PSMB6	NM_002798	28.00540126	12.79869382
PSMB5	NM_002797	16.19631336	7.442208436
PSMB4	NM_002796	85.40312404	37.44425276
PSMB3	NM_002795	23.5086252	10.75541674
PSMB2	NM_002794	17.35972928	8.023335942
PSMB1	NM_002793	51.15114911	23.15983557
DPY19L4	NM_181787	1.184992669	0.536766813
PSMA7	NM_002792	44.73835359	19.72397966
PSMA6	NM_002791	52.29347142	23.76801589
PSMA5	NM_002790	14.28944908	6.644007062
PSMA4	NM_002789	50.66710135	22.9668044
PSMA3	NM_002788	20.94166911	9.642241252
PSMA2	NM_002787	14.52777501	6.731492207
PSMA1	NM_002786	31.86219082	14.59941737
PSG11	NM_002785	0.00E+00	0.00E+00
PSG9	NM_002784	0.00E+00	0.00E+00
PSG7	NM_002783	0.00E+00	0.00E+00
HKR1	NM_181786	5.75344749	2.675368761
PSG6	NM_002782	0.00E+00	0.00E+00
PSG5	NM_002781	0.00E+00	0.00E+00
PSG4	NM_002780	0.00E+00	0.00E+00
PSD	NM_002779	0.178690171	0.078648282
PSAP	NM_002778	327.5090916	139.0930139
PRTN3	NM_002777	0.00E+00	7.45E-09
KLK10	NM_002776	0.00E+00	0.00E+00
HTRA1	NM_002775	0.00E+00	0.00E+00
KLK6	NM_002774	0.00E+00	0.00E+00
PRSS8	NM_002773	0.020015022	0.005031248
SLC46A3	NM_181785	0.00E+00	0.00E+00
TMPRSS15	NM_002772	0.196902344	0.065130108
PRSS3	NM_002771	0.00E+00	0.00E+00
PRSS2	NM_002770	0.00E+00	0.00E+00
PRSS1	NM_002769	0.00E+00	0.00E+00
CHMP1A	NM_002768	42.49560737	19.15137036
PRPSAP2	NM_002767	4.997810378	2.324988444
PRPSAP1	NM_002766	5.082025283	2.364159382
PRPS2	NM_002765	4.138348913	1.924708125
PRPS1	NM_002764	6.587086617	3.0633445
PROX1	NM_002763	0.00E+00	0.00E+00
ZDHHC24	NM_207340	2.351271137	1.093726066
SPRED2	NM_181784	6.958126331	3.237191993
PRM2	NM_002762	0.00E+00	0.00E+00
PRM1	NM_002761	0.00E+00	0.00E+00
EIF2AK2	NM_002759	40.02859277	18.42922255
MAP2K6	NM_002758	5.022442546	2.313033933
MAP2K5	NM_002757	8.3448595	3.880987824
MAP2K3	NM_002756	25.95520814	11.91142424
MAP2K1	NM_002755	15.28540863	7.103465355
MAPK13	NM_002754	7.434711278	3.45726352
MAPK10	NM_002753	0.382873886	0.153370544
MAPK9	NM_002752	6.140110024	2.856860582
TMTC3	NM_181783	0.432602896	0.192719572
MAPK11	NM_002751	14.45117257	6.710489407
MAPK8	NM_002750	1.767452131	0.811084971
MAPK7	NM_002749	6.093889698	2.83520153
MAPK6	NM_002748	0.870783721	0.394605096
MAPK4	NM_002747	0.00E+00	0.00E+00
MAPK3	NM_002746	28.90970379	13.30429471
MAPK1	NM_002745	17.32869451	8.051875356
PRKCZ	NM_002744	12.92913612	6.012377778
PRKCSH	NM_002743	88.77379174	38.83344863
PRKD1	NM_002742	0.784080448	0.347418396
NCOA7	NM_181782	3.82157656	1.763550692
PKN1	NM_002741	71.22878352	31.28528505
PRKCI	NM_002740	2.176387729	0.999315008
PRKCG	NM_002739	11.68412086	5.434477318
PRKCB	NM_002738	75.58455425	34.44034657
PRKCA	NM_002737	5.358377344	2.492440579
PRKAR2B	NM_002736	10.26941188	4.776787244
PRKAR1B	NM_002735	3.273117378	1.520164268
PRKAR1A	NM_002734	28.85899009	13.28758659
PRKAG1	NM_002733	10.08344987	4.690444172
PRKACG	NM_002732	1.879223097	0.848216653
BTLA	NM_181780	2.943889083	1.354032246
PRKACB	NM_002731	2.269263516	1.042615134
PRKACA	NM_002730	27.62926614	12.77843988
HHEX	NM_002729	10.19292575	4.742553465
PRG2	NM_002728	0.747585584	0.340076929
SRGN	NM_002727	96.60839199	43.25747188
PREP	NM_002726	2.480420906	1.152281863
PRELP	NM_002725	0.010009231	2.60E-05
PRB4	NM_002723	0.00E+00	0.00E+00
PPY	NM_002722	0.021241325	7.01E-05
PPP6C	NM_002721	10.14467444	4.718047602
UBE2A	NM_181777	18.04724423	8.391980017
PPP4C	NM_002720	51.98612422	23.29060022
PPP2R5C	NM_002719	17.72882235	8.243230528
PPP2R3A	NM_002718	0.002849218	4.96E-06
PPP2R2A	NM_002717	7.950165818	3.6985301
PPP2R1B	NM_002716	1.243502412	0.569669583
PPP2CA	NM_002715	19.00688713	8.785535573
PPP1R10	NM_002714	9.047817371	4.203027399
PPP1R10	NM_002714	0.00E+00	0.00E+00
PPP1R10	NM_002714	0.00E+00	0.00E+00
PPP1R8	NM_002713	9.80215737	4.557925159
SLC36A2	NM_181776	0.017025347	0.002154779
PPP1R7	NM_002712	23.32601406	10.73531301
PPP1R3A	NM_002711	0.020336492	0.004793693
PPP1CC	NM_002710	33.09214028	15.17607206
PPP1CB	NM_002709	10.5035711	4.884419512
PPP1CA	NM_002708	214.0357408	91.78307843
PPM1B	NM_002706	9.77762819	4.547045695
PPL	NM_002705	0.038903838	0.010818072
PPBP	NM_002704	0.00E+00	0.00E+00
PPAT	NM_002703	0.818118068	0.377727808
POU6F1	NM_002702	0.280951444	0.122674735
PLXNA4	NM_181775	0.00E+00	0.00E+00
POU5F1	NM_002701	0.00E+00	0.00E+00
POU5F1	NM_002701	0.00E+00	0.00E+00
POU5F1	NM_002701	0.027715305	0.003199864
POU4F3	NM_002700	0.106763716	0.04241705
POU3F1	NM_002699	0.427677539	0.190793687
POU2F2	NM_002698	162.9222044	70.97317826
POU2F1	NM_002697	2.632590707	1.210002777
POLR2G	NM_002696	16.65431546	7.735927019
POLR2E	NM_002695	41.11540097	18.25085684
POLG	NM_002693	20.79384367	9.541524243
SLC36A3	NM_181774	0.00E+00	3.10E-09
POLE2	NM_002692	0.615507627	0.279669886
POLD1	NM_002691	18.4477658	8.348674235
POLB	NM_002690	9.430766163	4.387933713
POLA2	NM_002689	8.018210019	3.728843092
5-Sep	NM_002688	0.43081055	0.193898958
PNN	NM_002687	49.72359158	22.48665909
PNMT	NM_002686	0.268481536	0.118809275
EXOSC10	NM_002685	24.06212946	11.0883077
PMP2	NM_002677	0.00E+00	0.00E+00
PMM1	NM_002676	7.361799557	3.424621789
APOBEC3H	NM_181773	4.016169614	1.853784914
PML	NM_002675	77.28959833	34.03990352
PMCH	NM_002674	0.00E+00	0.00E+00
PLXNB1	NM_002673	6.088632586	2.8329037
PLS1	NM_002670	0.007826352	0.000800764
PLRG1	NM_002669	5.2121012	2.425017071
PLP2	NM_002668	73.22146202	33.18319726
PLN	NM_002667	0.00E+00	0.00E+00
PLIN1	NM_002666	0.00E+00	0.00E+00
PLGLB2	NM_002665	0.019324391	0.003068289
PLGLB2	NM_002665	0.003219664	0.000170562
UBE2A	NM_181762	20.30791448	9.408009556
PLEK	NM_002664	154.2069701	67.51110878
PLD2	NM_002663	7.610889493	3.541069897
PLD1	NM_002662	0.00E+00	0.00E+00
PLCG2	NM_002661	189.4374955	82.18277658
PLCG1	NM_002660	7.19327576	3.346269794
PLAUR	NM_002659	0.29378134	0.127603488
PLAU	NM_002658	5.505015107	2.557624143
PLAGL2	NM_002657	7.834822931	3.643715389
PLAGL1	NM_002656	0.207730635	0.090812491
PLAG1	NM_002655	2.377213426	1.080763899
PAGE2	NM_207339	0.040447023	0.000163581
ZNF233	NM_181756	0.045182496	0.00885736
PKM2	NM_002654	311.0406803	130.5797588
PITX1	NM_002653	12.04550707	5.535502829
PIP	NM_002652	0.00E+00	0.00E+00
PI4KB	NM_002651	25.5078175	11.75030195
PI4KA	NM_002650	9.58586459	4.457935818
PIK3CG	NM_002649	17.84631841	8.298732052
PIM1	NM_002648	15.36538959	7.144798674
PIK3C3	NM_002647	5.133751923	2.38637476
PIK3C2B	NM_002646	23.5930687	10.97187412
PIK3C2A	NM_002645	3.226782296	1.485329232
HSD11B1	NM_181755	0.00E+00	3.40E-09
PIGR	NM_002644	0.124889054	0.039442271
PIGF	NM_002643	0.651559049	0.291794389
PIGC	NM_002642	13.81670309	6.425300769
PIGA	NM_002641	1.271638343	0.576917199
SERPINB8	NM_002640	0.500761246	0.222193387
SERPINB5	NM_002639	0.00E+00	0.00E+00
PI3	NM_002638	0.00E+00	0.00E+00
PHKA1	NM_002637	0.01418042	0.00064818
PHF1	NM_002636	23.14404899	10.76300064
SLC25A3	NM_002635	40.63985752	18.16429191
ORC5	NM_181747	1.311994553	0.604552119
PHB	NM_002634	7.208696163	3.316554266
PGM1	NM_002633	3.120619493	1.451932761
PGF	NM_002632	0.38097667	0.170725512
PGD	NM_002631	40.05194943	18.02255797
PGC	NM_002630	0.00E+00	4.14E-09
PGAM1	NM_002629	0.152381808	0.066808627
PFN2	NM_002628	0.010882607	2.91E-05
PFKP	NM_002627	30.08637427	13.52508677
PFKL	NM_002626	83.8632159	36.63011433
PFKFB1	NM_002625	0.364093226	0.1617594
CERS2	NM_181746	5.693109287	2.648410322
PFDN5	NM_002624	80.47014724	35.89041651
PFDN4	NM_002623	3.223741929	1.494557023
PFDN1	NM_002622	17.77225087	8.235519778
CFP	NM_002621	25.99558963	12.0019941
PF4V1	NM_002620	0.00E+00	0.00E+00
PF4	NM_002619	0.00E+00	0.00E+00
PEX13	NM_002618	1.489955455	0.678031738
PEX10	NM_002617	5.379012246	2.50140277
PER1	NM_002616	13.49001414	6.257852908
SERPINF1	NM_002615	7.731634472	3.596705089
O3FAR1	NM_181745	0.00E+00	0.00E+00
PDZK1	NM_002614	0.054867266	0.00024415
PDPK1	NM_002613	10.99380943	5.111989926
PDK4	NM_002612	0.00E+00	0.00E+00
PDK2	NM_002611	11.45364703	5.325397608
PDK1	NM_002610	2.411971954	1.106343428
PDGFRB	NM_002609	10.70451631	4.97994142
PDGFB	NM_002608	0.054616057	0.014783153
PDGFA	NM_002607	0.532569282	0.239165182
PDE9A	NM_002606	0.466515179	0.206828227
PDE8A	NM_002605	5.898223025	2.742703694
OPN5	NM_181744	0.00E+00	0.00E+00
PDE7A	NM_002603	28.54810811	13.1857054
PDE6G	NM_002602	6.585392146	3.055589666
PDE6D	NM_002601	11.08783867	5.156175348
PDE4B	NM_002600	18.62120909	8.662344757
PDE2A	NM_002599	0.191176847	0.078378278
PDCD2	NM_002598	2.562376362	1.188399992
PDC	NM_002597	0.00E+00	2.87E-09
CDK18	NM_002596	0.073170494	0.022157179
CDK17	NM_002595	2.551496797	1.167543394
PCSK2	NM_002594	0.00E+00	0.00E+00
ORC4	NM_181742	1.809633406	0.825159346
PCOLCE	NM_002593	1.150493101	0.520058254
PCNA	NM_002592	37.07395031	16.60486345
PCK1	NM_002591	0.00E+00	0.00E+00
PCDH8	NM_002590	0.00E+00	0.00E+00
PCDH7	NM_002589	0.00E+00	0.00E+00
PCDHGC3	NM_002588	10.43235363	4.852621766
PCDH1	NM_002587	0.00E+00	0.00E+00
PBX2	NM_002586	0.00E+00	0.00E+00
PBX2	NM_002586	35.24593623	16.18413369
PBX2	NM_002586	0.00E+00	0.00E+00
ORC4	NM_181741	1.785630773	0.813947206
PBX1	NM_002585	0.005624966	1.22E-05
PAX7	NM_002584	0.00E+00	0.00E+00
PAWR	NM_002583	3.263956594	1.518411013
PARN	NM_002582	11.04546146	5.136251711
PAPPA	NM_002581	0.003539575	6.60E-06
REG3A	NM_002580	0.00E+00	0.00E+00
PALM	NM_002579	15.55732679	7.233966102
PAK3	NM_002578	0.00E+00	0.00E+00
PAK2	NM_002577	9.6377106	4.483597205
PAK1	NM_002576	34.08021355	15.67067546
PRDX2	NM_181738	16.59809105	7.644353549
SERPINB2	NM_002575	0.00E+00	0.00E+00
PRDX1	NM_002574	35.31565501	15.94344372
PAFAH1B3	NM_002573	14.24517088	6.546802175
PAFAH1B2	NM_002572	7.170101288	3.335939128
PAEP	NM_002571	0.00E+00	0.00E+00
PCSK6	NM_002570	0.00E+00	2.32E-09
FURIN	NM_002569	28.16273965	12.95638137
PABPC1	NM_002568	169.2597606	71.94480828
PEBP1	NM_002567	17.9301572	8.174932698
P2RY11	NM_002566	8.587214132	3.960005144
COG5	NM_181733	3.377498561	1.566569627
P2RY4	NM_002565	0.361283965	0.159764322
P2RY2	NM_002564	0.019229963	6.15E-05
P2RY1	NM_002563	0.00E+00	0.00E+00
P2RX7	NM_002562	3.605940037	1.665093991
P2RX5	NM_002561	148.6165228	65.26925184
P2RX4	NM_002560	7.141651887	3.32279532
P2RX3	NM_002559	0.00E+00	0.00E+00
P2RX1	NM_002558	4.30116807	1.984950498
OVGP1	NM_002557	3.684611952	1.689684404
OSBP	NM_002556	8.116459482	3.775894661
LCTL	NM_207338	0.00E+00	0.00E+00
SPATA12	NM_181727	0.016091646	0.001580105
SLC22A18	NM_002555	6.509368862	3.028321077
ORC5	NM_002553	2.404511485	1.116143896
ORC4	NM_002552	1.810731152	0.825694142
OR3A2	NM_002551	0.00E+00	0.00E+00
OR3A1	NM_002550	0.00E+00	0.00E+00
OR1D2	NM_002548	0.00E+00	0.00E+00
OPHN1	NM_002547	0.00E+00	0.00E+00
TNFRSF11B	NM_002546	0.012413409	3.46E-05
OPCML	NM_002545	0.00E+00	0.00E+00
OMG	NM_002544	0.035858047	0.000139638
ANKRD37	NM_181726	5.498023609	2.556491757
OLR1	NM_002543	0.015432886	4.61E-05
OGG1	NM_002542	12.34771468	5.741173234
OGDH	NM_002541	20.63531527	9.487023375
ODF2	NM_002540	25.60479138	11.78003296
ODC1	NM_002539	30.95315346	13.84924568
OCLN	NM_002538	0.00E+00	0.00E+00
OCLN	NM_002538	0.00E+00	0.00E+00
OCLN	NM_002538	0.069359294	0.017659769
OAZ2	NM_002537	24.14155303	11.16133887
TBC1D25	NM_002536	5.189781724	2.41469281
METTL2A	NM_181725	2.944170764	1.36790676
OAS2	NM_002535	74.22200639	33.45940087
OAS1	NM_002534	136.5623571	60.55448536
NVL	NM_002533	6.813352894	3.169991476
NUP88	NM_002532	20.51952863	9.486773538
NTSR1	NM_002531	0.00E+00	0.00E+00
NTRK3	NM_002530	0.00E+00	0.00E+00
NTRK1	NM_002529	0.036562281	0.000143253
NTHL1	NM_002528	5.74976988	2.650948906
NTF3	NM_002527	0.00E+00	0.00E+00
NT5E	NM_002526	22.62647038	10.52125638
TMEM119	NM_181724	2.504990012	1.159272776
NRD1	NM_002525	27.10995897	12.48644673
NRAS	NM_002524	10.94303563	5.089510873
NPTX2	NM_002523	0.00E+00	0.00E+00
NPTX1	NM_002522	0.139262143	0.059833517
NPPB	NM_002521	0.00E+00	0.00E+00
NPM1	NM_002520	1.426950877	0.657869898
NPAT	NM_002519	3.381281202	1.566466089
NPAS2	NM_002518	0.00E+00	0.00E+00
NPAS1	NM_002517	0.033260401	0.011869139
NOVA2	NM_002516	0.02068681	0.004344582
EFHA2	NM_181723	0.004869469	1.01E-05
NOVA1	NM_002515	0.00E+00	0.00E+00
NOV	NM_002514	0.00E+00	0.00E+00
NME3	NM_002513	6.739574971	3.124768072
NME2	NM_002512	59.21561276	25.52535291
NMBR	NM_002511	0.00E+00	0.00E+00
GPNMB	NM_002510	0.014223129	0.001833036
NKX2-2	NM_002509	0.00E+00	0.00E+00
NID1	NM_002508	0.009903709	0.001191116
NGFR	NM_002507	1.563951559	0.720811857
NGF	NM_002506	0.00E+00	0.00E+00
FOXR1	NM_181721	0.025257465	8.81E-05
NFYA	NM_002505	2.876753056	1.333758614
NFX1	NM_002504	15.65777921	7.272295804
NFKBIB	NM_002503	5.28560127	2.446151476
NFKB2	NM_002502	58.94256122	26.18229978
NFIX	NM_002501	1.746127582	0.808865762
NEUROD1	NM_002500	0.006467212	1.46E-05
NEO1	NM_002499	0.002739076	4.71E-06
NEK3	NM_002498	1.879874996	0.854757855
NEK2	NM_002497	0.978429154	0.443398082
NDUFS8	NM_002496	40.31421197	17.81102384
ARHGAP30	NM_181720	136.4856635	59.68086481
